"MemberID","cMem","cChair","cRank","sChair","sRank"
"29755-107-200","['HSAG', 'HSJU']","[]","[]","[]","[]"
"29755-108-200","['HSAG', 'HSJU']","[]","[]","['HSAG99']","[]"
"29755-109-200","['HSAG', 'HSJU']","[]","[]","['HSAG99']","[]"
"15028-103-200","['HSSO', 'HSWM']","[]","[]","[]","[]"
"15028-104-200","['HSSO', 'HSWM']","['HSSO']","[]","[]","[]"
"15028-105-200","['HSWM']","[]","[]","[]","[]"
"15028-106-200","['HSWM']","[]","[]","['HSWM99']","[]"
"15028-107-200","['HSWM']","[]","[]","['HSWM99']","[]"
"15028-108-200","['HSWM']","[]","[]","['HSWM99']","[]"
"15028-109-200","['HSWM', 'JSTX']","[]","[]","['HSWM99']","[]"
"29544-104-200","['HSBA', 'HSPW', 'HSSM']","[]","[]","[]","[]"
"29544-105-200","['HSBA', 'HSPW', 'HSSM']","[]","[]","[]","[]"
"29544-106-200","['HSBA', 'HSPW', 'HSSM']","[]","[]","['HSSM99']","[]"
"29544-107-200","['HSBA', 'HSPW', 'HSSM']","[]","[]","['HSFS99']","[]"
"29544-108-200","['HSBA', 'HSPW', 'HSSM']","[]","[]","['HSFS99']","[]"
"29544-109-200","['HSBA', 'HSPW', 'HSSM']","[]","[]","['HSFS99']","[]"
"20121-107-200","['HSAG', 'HSPW']","[]","[]","[]","[]"
"20121-108-200","['HSBA', 'HSPW']","[]","[]","[]","[]"
"20121-109-200","['HSBA', 'HSPW']","[]","[]","[]","[]"
"15105-103-200","['HSAP', 'HSBU']","[]","[]","[]","[]"
"15105-104-200","['HSAP', 'HSBU']","[]","[]","[]","[]"
"15105-105-200","['HSAP']","[]","[]","[]","[]"
"15105-106-200","['HSAP']","[]","[]","['HSAP99']","[]"
"15105-107-200","['HSAP']","[]","[]","['HSAP99']","[]"
"15105-108-200","['HSAP']","[]","[]","['HSAP99']","[]"
"15105-109-200","['HSAP']","[]","[]","['HSAP99']","[]"
"14432-103-200","['HSBA', 'HSFA']","[]","['HSBA']","[]","[]"
"14432-104-200","['HSBA', 'HSFA']","['HSBA']","[]","[]","[]"
"14432-105-200","['HSBA', 'HSFA']","['HSBA']","[]","[]","[]"
"14432-106-200","['HSBA', 'HSFA']","['HSBA']","[]","[]","[]"
"14432-107-200","['HSBA', 'HSFA']","[]","[]","['HSFA99']","[]"
"14432-108-200","['HSBA', 'HSFA']","[]","[]","['HSFA99']","[]"
"14432-109-200","['HSBA', 'HSFA']","[]","[]","['HSFA99']","[]"
"29305-103-100","['HSAG', 'HSIF', 'HSMM']","[]","[]","[]","[]"
"29305-104-100","['HSIF']","[]","[]","[]","[]"
"29305-106-100","['SSAF', 'SSEG', 'SPAG']","[]","[]","[]","[]"
"29305-107-100","['SSAF', 'SSFI', 'SPAG', 'SPOC']","[]","[]","['SSAF99']","[]"
"29305-108-100","['SSAF', 'SSFI', 'SPAG', 'SPOC']","[]","[]","[]","['SSAF99']"
"29305-109-100","['SSAF', 'SSFI', 'SPAG']","[]","[]","[]","['SSAF99']"
"29305-110-100","['SSAF', 'SSEG', 'SSFI', 'SPAG']","[]","[]","['SSAF99', 'SSFI99']","[]"
"29305-111-100","['SSAF', 'SSEG', 'SSFI', 'SPAG']","['SSAF']","[]","['SSFI99']","[]"
"40501-109-200","['SSBK', 'SSEG', 'SSFR', 'SPAG']","[]","[]","['SSFR99']","[]"
"40501-110-200","['SSAS', 'SSBK', 'SSEG', 'SPAG']","[]","[]","[]","['SSAS99', 'SSBK99']"
"29344-103-100","['HSAG', 'HSFA']","[]","[]","[]","[]"
"29344-104-100","['HSAG', 'HSBA', 'HSFA']","[]","[]","[]","[]"
"29344-105-100","['HSAS', 'HSBA', 'HSFA']","[]","[]","[]","[]"
"29344-106-100","['HSAS', 'HSFA']","[]","[]","[]","['HSFA99']"
"29344-107-100","['HSAS', 'HSFA']","[]","[]","[]","['HSFA99']"
"29344-109-100","['HSAS', 'HSBU']","[]","[]","[]","[]"
"29552-104-200","['HSBA', 'HSHA', 'HSVR', 'JSLC', 'JSPR']","[]","[]","[]","[]"
"29552-105-200","['HSBA', 'HSHA', 'HSPW', 'JSLC', 'JSPR']","[]","[]","[]","[]"
"29552-106-200","['HSBA', 'HSHA', 'HSPW', 'JSPR']","[]","[]","[]","[]"
"29552-107-200","['HSBA', 'HSHA', 'HSPW', 'HSPW', 'JSPR']","['HSHA']","[]","[]","[]"
"29552-108-200","['HSBA', 'HSHA', 'HSPW', 'JSPR']","['HSHA', 'JSPR']","[]","['HSFS99']","[]"
"29552-109-200","['HSBA', 'HSHA', 'HSPW']","['HSHA']","[]","[]","[]"
"29725-105-200","['HSAP']","[]","[]","[]","[]"
"29725-106-200","['HSAP']","[]","[]","[]","[]"
"29725-107-200","['HSAP']","[]","[]","[]","[]"
"29725-108-200","['HSAP']","[]","[]","[]","[]"
"29725-109-200","['HSAP']","[]","[]","[]","[]"
"29118-103-200","['HSAG', 'HSBA']","[]","[]","[]","[]"
"29118-104-200","['HSBU', 'HSWM']","[]","[]","[]","[]"
"29118-105-200","['HSBU', 'HSWM']","[]","[]","[]","[]"
"29118-106-200","['HSBU', 'HSWM']","[]","[]","[]","[]"
"29118-107-200","['HSBU', 'HSWM']","['HSBU']","[]","[]","[]"
"29118-108-200","['HSBU', 'HSWM']","['HSBU']","[]","[]","[]"
"29118-109-200","['HSBU', 'HSWM']","['HSBU']","[]","[]","[]"
"20126-107-200","['HSAG', 'HSED', 'HSII']","[]","[]","[]","[]"
"20126-108-200","['HSAG', 'HSED', 'HSII']","[]","[]","[]","[]"
"20126-109-200","['HSAG', 'HSED', 'HSPW']","[]","[]","[]","[]"
"20114-107-200","['HSGO', 'HSII', 'HSPW']","[]","[]","[]","[]"
"20114-108-200","['HSIF']","[]","[]","[]","[]"
"20114-109-200","['HSIF']","[]","[]","[]","[]"
"15050-103-100","['HSED', 'HSGO']","[]","[]","[]","[]"
"15050-104-100","['HSED', 'HSGO']","[]","[]","[]","[]"
"15050-105-100","['HSED', 'HSGO']","[]","[]","[]","[]"
"15050-106-100","['HSED', 'HSGO']","[]","[]","[]","['HSED99']"
"15050-107-100","['HSED', 'HSGO']","[]","[]","[]","['HSED99']"
"15050-108-100","['HSED', 'HSGO']","[]","[]","[]","['HSED99']"
"15050-109-100","['HSED', 'HSGO']","[]","[]","[]","['HSED99']"
"14875-103-200","['HSIF']","[]","[]","[]","[]"
"14875-104-200","['HSIF']","[]","[]","[]","[]"
"14875-105-200","['HSIF']","[]","[]","[]","[]"
"14875-106-200","['HSIF']","[]","[]","['HSIF99']","[]"
"14875-107-200","['HSBA']","['HSBA']","[]","[]","[]"
"14875-108-200","['HSBA']","['HSBA']","[]","[]","[]"
"14875-109-200","['HSBA']","['HSBA']","[]","[]","[]"
"29311-103-200","['HSAG', 'HSMM', 'HSII']","[]","[]","[]","[]"
"29311-104-200","['HSAG', 'HSII']","[]","[]","[]","[]"
"29311-105-200","['HSAG', 'HSII']","[]","[]","[]","[]"
"29311-106-200","['HSAG', 'HSII']","[]","[]","['HSAG99']","[]"
"29311-107-200","['HSAG', 'HSII', 'HSPW']","[]","[]","['HSAG99']","[]"
"29311-108-200","['HSAG', 'HSII']","['HSII']","[]","[]","[]"
"29311-109-200","['HSAG', 'HSII']","['HSII']","[]","[]","[]"
"29723-104-200","[None]","[]","[]","[]","[]"
"29723-105-200","['HSAS', 'HSBA', 'HSSM']","[]","[]","[]","[]"
"29723-106-200","['HSAS', 'HSBA', 'HSBU']","[]","[]","[]","[]"
"29723-107-200","['HSAS', 'HSBA', 'HSBU']","[]","[]","[]","[]"
"29723-108-200","['HSAS', 'HSBA', 'HSBU']","[]","[]","[]","[]"
"29723-109-200","['HSAS', 'HSBA', 'HSBU']","[]","[]","[]","[]"
"14656-103-100","['HSAP', 'HSBU']","['HSBU']","[]","[]","[]"
"14656-104-100","['HSAP', 'HSBU']","[]","['HSBU']","[]","[]"
"14656-105-100","['HSAP', 'HSSO']","[]","[]","[]","[]"
"14656-106-100","['HSAP', 'HSSO']","[]","[]","[]","['HSAP99']"
"14656-107-100","['HSAP', 'HSSO']","[]","[]","[]","['HSAP99']"
"14656-108-100","['HSAP']","[]","[]","[]","['HSAP99']"
"14656-109-100","['HSAP']","[]","[]","[]","['HSAP99']"
"40500-109-100","['SSAF', 'SSEG', 'SSVA', 'SPAG', 'SPOC']","[]","[]","[]","[]"
"40500-110-100","['SSAF', 'SSEG', 'SSFI', 'SPAG', 'SPOC']","[]","[]","[]","[]"
"20515-109-200","['HSAG', 'HSAS', 'HSSY']","[]","[]","[]","[]"
"14860-103-200","['HSWM']","[]","[]","[]","[]"
"14860-104-200","['HSWM']","[]","[]","[]","[]"
"14860-105-200","['HSWM']","[]","[]","[]","[]"
"14860-106-200","['HSWM']","[]","[]","['HSWM99']","[]"
"14860-107-200","['HSWM', 'JSTX']","[]","[]","['HSWM99']","[]"
"14860-108-200","['HSWM', 'JSTX']","[]","[]","['HSWM99']","[]"
"14860-109-200","['HSWM', 'JSTX']","[]","[]","['HSWM99']","[]"
"29933-106-200","['HSAS', 'HSII', 'HSPW']","[]","[]","[]","[]"
"29933-107-200","['HSAP', 'HSAS', 'HSII', 'HSPW']","[]","[]","[]","[]"
"29933-108-200","['HSAP']","[]","[]","[]","[]"
"29933-109-200","['HSAP']","[]","[]","[]","[]"
"20109-107-200","['HSAS', 'HSPW', 'HSVR']","[]","[]","[]","[]"
"20109-108-200","['HSAS', 'HSPW', 'HSVR']","[]","[]","['HSVR99']","[]"
"20109-109-200","['HSAS', 'HSPW', 'HSVR', 'HSHM']","[]","[]","['HSHM99']","[]"
"20510-109-200","['HSPW', 'HSSY', 'HSSM']","[]","[]","[]","[]"
"14910-104-200","['SSAP', 'SSJU', 'SSVA', 'SLIN']","['SLIN']","[]","[]","[]"
"14910-105-200","['SSAP', 'SSGA', 'SSJU', 'SSVA']","['SSVA']","[]","[]","[]"
"14910-103-200","['SSAP', 'SSEG', 'SSJU', 'SSVA', 'SPAG']","[]","[]","[]","[]"
"14910-106-200","['SSAP', 'SSGA', 'SSJU', 'SSVA']","[]","[]","['SSAP99']","[]"
"14910-107-200","['SSAP', 'SSEV', 'SSJU', 'SSVA']","[]","['SSVA']","[]","['SSAP99']"
"14910-108-200","['SSAP', 'SSGA', 'SSJU', 'SSVA']","['SSVA']","[]","['SSAP99']","[]"
"14910-109-100","['SSAP', 'SSJU', 'SSVA']","['SSJU']","[]","['SSAP99']","[]"
"14910-110-100","['SSAP', 'SSJU', 'SSVA', 'SPAG']","[]","['SSJU']","[]","['SSAP99']"
"14910-111-100","['SSAP', 'SSEV', 'SSJU', 'SPAG']","[]","['SSJU']","['SSJU99']","[]"
"29747-103-100","[]","[]","[]","[]","[]"
"29747-105-100","[]","[]","[]","[]","[]"
"29747-106-100","[]","[]","[]","[]","[]"
"29747-107-100","[]","[]","[]","[]","[]"
"29747-108-100","[]","[]","[]","[]","[]"
"29747-109-100","[]","[]","[]","[]","['HSVR99']"
"29927-106-200","['HSBA', 'HSPW', 'HSSM']","[]","[]","[]","[]"
"29927-107-200","['HSAP']","[]","[]","[]","[]"
"29927-108-200","['HSAP', 'HSHM']","[]","[]","[]","[]"
"29927-109-200","['HSAP']","[]","[]","[]","[]"
"29135-103-200","['HSAP', 'HSMM']","[]","[]","[]","[]"
"29135-104-200","['HSAP']","[]","[]","[]","[]"
"29135-105-200","['HSAP']","[]","[]","[]","[]"
"29135-106-200","['HSAP']","[]","[]","['HSAP99']","[]"
"29135-107-200","['HSAP', 'JSLC']","[]","[]","['HSAP99']","[]"
"29135-108-200","['HSAP']","[]","[]","['HSAP99']","[]"
"29135-109-200","['HSAP']","[]","[]","['HSAP99']","[]"
"14669-103-200","['HSHA', 'HSWM']","[]","['HSHA']","[]","[]"
"14669-104-200","['HSHA', 'HSWM', 'JSTX']","['HSHA']","[]","[]","[]"
"14669-105-200","['HSHA', 'HSWM', 'JSTX']","['HSHA']","[]","[]","[]"
"14669-106-200","['HSHA', 'HSWM', 'JSTX']","['HSHA']","[]","['HSWM99']","[]"
"14669-107-200","['HSWM', 'JSTX']","['HSWM']","[]","[]","[]"
"14669-108-200","['HSWM', 'JSTX']","['HSWM']","[]","[]","[]"
"14669-109-200","['HSWM', 'JSTX']","['HSWM']","[]","[]","[]"
"49903-106-200","['SSAF', 'SSEV', 'SSGA', 'SSSB', 'SPOC']","[]","[]","['SSEV99', 'SSGA99']","[]"
"49903-107-200","['SSEV', 'SSGA', 'SPOC']","[]","[]","[]","['SSEV99', 'SSGA99']"
"49903-108-200","['SSEV', 'SSFR', 'SSGA', 'SPOC']","['SPOC']","[]","['SSEV99', 'SSGA99']","[]"
"49903-109-200","['SSEV', 'SSFR', 'SSGA', 'SPOC']","['SPOC']","[]","['SSEV99', 'SSGA99']","[]"
"49903-110-200","['SSEV', 'SSFR', 'SSGA']","[]","[]","[]","['SSEV99', 'SSGA99']"
"49903-111-200","['SSAP', 'SSEV', 'SSGA']","[]","[]","[]","['SSAP99', 'SSEV99', 'SSGA99']"
"15447-103-200","['HSAS', 'HSMM']","[]","[]","[]","[]"
"15447-104-200","['HSAS', 'HSSY']","[]","[]","[]","[]"
"15447-105-200","['HSAS', 'HSSY']","[]","[]","[]","[]"
"15447-106-200","['HSAS', 'HSSY']","[]","[]","['HSAS99']","[]"
"15447-107-200","['HSAS', 'HSSY']","[]","[]","['HSAS99']","[]"
"15447-108-200","['HSAS', 'HSSY', 'HSHM']","[]","[]","['HSAS99']","[]"
"15447-109-200","['HSAS', 'HSSY', 'HSHM']","[]","[]","['HSAS99']","[]"
"20541-109-200","[]","[]","[]","[]","[]"
"29728-105-100","['HSAS', 'HSGO']","[]","[]","[]","[]"
"29728-106-100","['HSAS', 'HSGO']","[]","[]","[]","[]"
"29728-107-100","['HSAS', 'HSGO']","[]","[]","[]","['HSAS99']"
"29728-108-100","['HSIF']","[]","[]","[]","[]"
"29728-109-100","['HSBU', 'HSIF']","[]","[]","[]","[]"
"29728-110-100","['HSBU', 'HSIF']","[]","[]","[]","[]"
"15401-103-200","['HSBA', 'HSII', 'HSSM']","[]","[]","[]","[]"
"15401-104-200","['HSAG', 'HSBA', 'HSPW']","[]","[]","[]","[]"
"15401-105-200","['HSBA', 'HSPW']","[]","[]","[]","[]"
"15401-106-200","['HSBA', 'HSPW', 'HSVR']","[]","[]","['HSFS99']","[]"
"15401-107-200","['HSBA', 'HSPW', 'HSVR']","[]","[]","['HSFS99']","[]"
"15401-108-200","['HSBA', 'HSPW', 'HSVR']","[]","[]","['HSFS99']","[]"
"15401-109-200","['HSBA', 'HSPW', 'HSVR']","[]","[]","['HSFS99']","[]"
"15401-110-200","['HSBA', 'HSPW', 'HSVR']","[]","[]","[]","[]"
"20721-110-100","['HSAG', 'HSAS']","[]","[]","[]","[]"
"1366-103-100","['SSAP', 'SSAS', 'SSRA']","['SSAP']","[]","[]","[]"
"1366-104-100","['SSAP', 'SSAS', 'SSRA']","[]","['SSAP']","[]","[]"
"1366-105-100","['SSAP', 'SSAS', 'SSRA']","[]","['SSAP']","[]","[]"
"1366-106-100","['SSAP', 'SSAS', 'SSRA']","[]","['SSAP']","[]","['SSAP99']"
"1366-107-100","['SSAP', 'SSAS', 'SSBU', 'SSRA']","['SSAP']","[]","['SSAP99']","[]"
"1366-108-100","['SSAP', 'SSAS', 'SSBU', 'SSRA']","[]","['SSAP']","[]","['SSAP99']"
"1366-109-100","['SSAP', 'SSAS', 'SSBU', 'SSRA']","[]","['SSAP']","[]","['SSAP99']"
"1366-110-100","['SSAP', 'SSAS', 'SSBU', 'SSRA']","['SSAP']","[]","['SSAP99']","[]"
"1366-111-100","['SSAP', 'SSAS', 'SSBU', 'SSRA']","[]","[]","[]","[]"
"29766-105-200","['HSJU', 'HSII', 'HSSY']","[]","[]","[]","[]"
"29766-106-200","['HSJU', 'HSII', 'HSSY']","[]","[]","[]","[]"
"29766-107-200","['HSGO', 'HSJU', 'HSII', 'HSSY']","[]","[]","[]","[]"
"29766-108-200","['HSGO', 'HSJU', 'HSII']","[]","[]","['HSJU99']","[]"
"29766-109-200","['HSGO', 'HSJU', 'HSII']","[]","[]","['HSJU99']","[]"
"29766-110-200","['HSGO', 'HSJU', 'HSII']","[]","[]","[]","['HSJU99']"
"29720-105-100","['HSBA', 'HSVR']","[]","[]","[]","[]"
"29720-106-100","['HSBA', 'HSVR']","[]","[]","[]","[]"
"29720-107-100","['HSBA', 'HSVR']","[]","[]","[]","['HSVR99']"
"29720-108-100","['HSBA', 'HSPW']","[]","[]","[]","[]"
"29720-109-100","['HSBA', 'HSPW']","[]","[]","[]","[]"
"29720-110-100","['HSBA', 'HSPW']","[]","[]","[]","[]"
"40105-107-100","['SSBU', 'SSEV', 'SSHR']","[]","[]","[]","[]"
"40105-108-100","['SSAS', 'SSEV', 'SSHR']","[]","[]","[]","[]"
"40105-109-100","['SSAS', 'SSEV', 'SSHR', 'SPAG']","[]","[]","[]","['SSEV99']"
"40105-110-100","['SSAS', 'SSEV', 'SSHR', 'SPAG']","[]","[]","['SSEV99']","[]"
"29100-103-100","['HSPW', 'HSSY', 'HLIG']","[]","[]","[]","[]"
"29100-104-100","['HSPW', 'HSSY']","[]","[]","[]","[]"
"29100-105-100","['HSAP', 'HSPW', 'HSSY']","[]","[]","[]","[]"
"29100-106-100","['HSAP']","[]","[]","[]","[]"
"29100-107-100","['HSAP', 'HLIG']","[]","[]","[]","[]"
"29100-108-100","['HSAP', 'HLIG']","[]","[]","[]","['HLIG99']"
"29100-109-100","['HSAP', 'HLIG']","[]","[]","[]","['HLIG99']"
"29100-110-100","['HSAP', 'HLIG']","[]","[]","['HLIG99']","[]"
"29584-104-200","['HSII', 'HSSY']","[]","[]","[]","[]"
"29584-105-200","['HSIF', 'HSII']","[]","[]","[]","[]"
"29584-106-200","['HSIF', 'HSII']","[]","[]","['HSII99']","[]"
"29584-107-200","['HSIF', 'HSII']","[]","[]","['HSII99']","[]"
"29584-108-200","['HSIF', 'HSII']","[]","[]","['HSII99']","[]"
"29584-109-200","['HSIF', 'HSII']","[]","[]","[]","[]"
"29584-110-200","['HSIF']","[]","[]","[]","[]"
"20747-110-200","['HSED', 'HSSM', 'HSHM']","[]","[]","[]","['HSSM99']"
"20141-107-200","['HSAS', 'HSFA', 'HSGO']","[]","[]","['HSGO99']","[]"
"20141-108-200","['HSAS', 'HSFA', 'HSGO', 'HLIG']","[]","[]","['HSFA99']","[]"
"20141-109-200","['HSAS', 'HSFA', 'HLIG']","[]","[]","['HLIG99']","[]"
"20141-110-200","['HSAS', 'HSFA']","[]","[]","[]","[]"
"29576-104-200","['HSGO', 'HSSY']","[]","[]","[]","[]"
"29576-105-200","['HSGO', 'HSPW', 'HSSY']","[]","[]","[]","[]"
"29576-106-200","['HSGO']","[]","[]","['HSGO99']","[]"
"29576-107-200","['HSIF', 'HSGO']","[]","[]","[]","[]"
"29576-108-200","['HSGO']","['HSGO']","[]","[]","[]"
"29576-109-200","['HSGO', 'HSHM']","['HSGO']","[]","[]","[]"
"29576-110-200","['HSGO', 'HSHM']","[]","['HSGO']","[]","[]"
"29104-103-200","['HSAG', 'HSII']","[]","[]","[]","[]"
"29104-104-200","['HSAG', 'HSII']","[]","[]","[]","[]"
"29104-105-200","['HSAG', 'HSII']","[]","[]","[]","[]"
"29104-106-200","['HSGO', 'HSII', 'HSPW', 'JSEC']","[]","[]","['HSII99']","[]"
"29104-107-200","['HSAP', 'HSBU', 'HSHA', 'JSPR']","[]","[]","[]","[]"
"29104-108-200","['HSAP', 'HSHA', 'JSPR']","[]","[]","[]","[]"
"29104-109-200","['HSAP', 'HSHA', 'JSPR']","[]","[]","[]","[]"
"29104-110-200","['HSAP']","[]","[]","[]","[]"
"20534-109-200","['HSAS', 'HSED', 'HSII']","[]","[]","[]","[]"
"20534-110-200","['HSAS', 'HSPW']","[]","[]","[]","[]"
"20323-108-100","['HSBA', 'HSBU']","[]","[]","[]","[]"
"20323-109-100","['HSWM']","[]","[]","[]","[]"
"20323-110-100","['HSWM']","[]","[]","[]","[]"
"29563-104-200","['HSWM']","[]","[]","[]","[]"
"29563-105-200","['HSSY', 'HSSM', 'HSWM']","[]","[]","[]","[]"
"29563-106-200","['HSSM', 'HSWM']","[]","[]","[]","[]"
"29563-107-200","['HSSM', 'HSWM', 'JSEC']","[]","[]","[]","[]"
"29563-108-200","['HSWM', 'JSEC']","[]","[]","[]","[]"
"29563-109-200","['HSWM', 'JSEC']","[]","[]","[]","[]"
"29563-110-200","['HSWM', 'JSEC']","[]","[]","[]","['HSWM99']"
"29537-104-200","['HSII', 'HSWM']","[]","[]","[]","[]"
"29537-105-200","['HSII', 'HSWM']","[]","[]","[]","[]"
"29537-107-200","['SSBK', 'SSCM', 'SSSB', 'SPAG']","[]","[]","[]","[]"
"29537-108-200","['SSAS', 'SSBU', 'SSCM', 'SSHR', 'SSSB', 'SSVA']","[]","[]","['SSAS99']","[]"
"29537-109-200","['SSAS', 'SSBU', 'SSCM', 'SSHR', 'SSVA']","[]","[]","['SSAS99', 'SSCM99']","[]"
"29537-110-200","['SSAS', 'SSBU', 'SSCM', 'SSFI', 'SSRA', 'SSVA']","[]","[]","[]","['SSCM99', 'SSFI99']"
"29537-111-200","['SSBU', 'SSCM', 'SSFI', 'SSGA', 'SSRA']","[]","[]","[]","['SSCM99', 'SSGA99']"
"29300-103-200","['HSAG', 'HSAS', 'HSVR']","[]","[]","[]","[]"
"29300-104-200","['HSAG', 'HSAS', 'HSVR']","[]","[]","[]","[]"
"29300-105-200","['HSAG', 'HSAS', 'HSVR']","[]","[]","[]","[]"
"29300-106-200","['HSAG', 'HSAS', 'HSVR']","[]","[]","['HSVR99']","[]"
"29300-107-200","['HSAG', 'HSAS', 'HSVR', 'HLIG']","[]","[]","['HSAG99']","[]"
"29300-108-200","['HSAG', 'HSAS', 'HSVR', 'HLIG']","[]","[]","['HSAS99']","[]"
"29300-109-200","['HSAG', 'HSAS', 'HSVR', 'HLIG']","[]","[]","['HSAS99']","[]"
"29300-110-200","['HSAG', 'HSAS', 'HLIG']","[]","[]","[]","['HLIG99', 'HSAS99']"
"20315-108-200","['HSBA', 'HSJU', 'HSSY']","[]","[]","[]","[]"
"20315-109-200","['HSBA', 'HSJU', 'HSSY']","[]","[]","[]","[]"
"20315-110-200","['HSBA', 'HSJU', 'HSSY']","[]","[]","[]","['HSSY99']"
"20127-107-200","['HSBA', 'HSPW', 'HSSM']","[]","[]","[]","[]"
"20127-108-200","['HSIF']","[]","[]","[]","[]"
"20127-109-200","['HSIF']","[]","[]","[]","[]"
"20127-110-200","['HSIF']","[]","[]","[]","[]"
NA,"[]","[]","[]","[]","[]"
NA,"[]","[]","[]","[]","['HSII99']"
"29773-105-200","['HSBA', 'HSPW']","[]","[]","[]","[]"
"29773-106-200","['HSIF']","[]","[]","[]","[]"
"29773-107-200","['HSBA', 'HSIF']","[]","[]","[]","[]"
"29773-108-200","['HSBA', 'HSIF']","[]","[]","[]","[]"
"29773-109-200","['HSBA', 'HSIF']","[]","[]","[]","[]"
"29773-110-200","['HSIF']","[]","[]","[]","[]"
"29122-103-200","['HSMM', 'HSPW']","[]","[]","[]","[]"
"29122-104-200","['HSII', 'HSPW']","[]","[]","[]","[]"
"29122-105-200","['HSII', 'HSPW']","[]","[]","[]","[]"
"29122-106-200","['HSII', 'HSPW']","[]","[]","['HSPW99']","[]"
"29122-107-200","['HSII', 'HSPW', 'HSSY']","[]","[]","['HSII99']","[]"
"29122-108-200","['HSII', 'HSPW', 'HSSY']","[]","[]","['HSII99']","[]"
"29122-109-200","['HSII', 'HSPW', 'HSSY']","[]","[]","['HSII99']","[]"
"29122-110-200","['HSII', 'HSPW']","[]","[]","[]","[]"
"15604-103-200","['HSIF']","[]","[]","[]","[]"
"15604-104-200","['HSIF']","[]","[]","[]","[]"
"15604-105-200","['HSIF']","[]","[]","[]","[]"
"15604-106-200","['HSIF', 'HSFA']","[]","[]","[]","[]"
"15604-107-200","['HSBA', 'HSIF']","[]","[]","['HSIF99']","[]"
"15604-108-200","['HSBA', 'HSIF']","[]","[]","['HSIF99']","[]"
"15604-109-200","['HSBA', 'HSIF']","[]","[]","['HSIF99']","[]"
"15604-110-200","['HSBA', 'HSIF']","[]","[]","[]","[]"
"89767-105-100","[]","[]","[]","[]","[]"
"89767-106-200","[]","[]","[]","[]","[]"
"89767-107-200","[]","[]","[]","[]","[]"
"89767-108-200","['HSAP']","[]","[]","[]","[]"
"89767-109-200","['HSAP']","[]","[]","[]","[]"
"89767-110-200","['HSAP']","[]","[]","[]","[]"
"15417-103-200","['HSIF', 'HSGO']","[]","[]","[]","[]"
"15417-104-200","['HSIF', 'HSGO']","[]","[]","[]","[]"
"15417-105-200","['HSIF', 'HSGO']","[]","[]","[]","[]"
"15417-106-200","[None]","[]","[]","[]","[]"
"15417-107-200","[None]","[]","[]","[]","[]"
"15417-108-200","[None]","[]","[]","[]","[]"
"15417-109-200","[None]","[]","[]","[]","[]"
"15417-110-200","['HSIF']","[]","[]","[]","[]"
"29929-106-200","['HSAG', 'HSAS', 'HSII']","[]","[]","[]","[]"
"29929-107-200","['HSAG', 'HSAS', 'HSII', 'HSPW']","[]","[]","[]","[]"
"29929-108-200","['HSAG', 'HSAS', 'HSPW']","[]","[]","['HSAG99']","[]"
"29929-109-200","['HSAG', 'HSAS', 'HSPW']","[]","[]","['HSAG99']","[]"
"29929-110-200","['HSAG', 'HSAS', 'HSPW']","[]","[]","[]","['HSAG99']"
"29136-103-200","['HSAP', 'HSBU', 'HSSO']","[]","[]","[]","[]"
"29136-104-200","['HSAP', 'HSBU', 'HSSO']","[]","[]","[]","[]"
"29136-105-200","['HSAP', 'HSBU']","[]","[]","[]","[]"
"29136-106-200","['HSAP']","[]","[]","['HSAP99']","[]"
"29136-107-200","['HSAP']","[]","[]","['HSAP99']","[]"
"29136-108-200","['HSAP']","[]","[]","['HSAP99']","[]"
"29136-109-200","['HSAP']","[]","[]","['HSAP99']","[]"
"29136-110-200","['HSAP']","[]","[]","[]","['HSAP99']"
"29750-105-100","['HSBA', 'HSSY']","[]","[]","[]","[]"
"29750-106-100","['HSBA', 'HSBU']","[]","[]","[]","[]"
"29750-107-100","['HSBA', 'HSBU']","[]","[]","[]","[]"
"29750-108-100","['HSBA', 'HSBU', 'HSVR']","[]","[]","[]","['HSVR99']"
"29750-109-100","['HSBA', 'HSSY', 'HSVR']","[]","[]","[]","['HSSY99']"
"29750-110-100","['HSBU', 'HSIF', 'HSSY']","[]","[]","[]","[]"
"29737-105-200","['HSWM']","[]","[]","[]","[]"
"29737-106-200","['HSWM']","[]","[]","[]","[]"
"29737-107-200","['HSSO', 'HSWM']","[]","[]","[]","[]"
"29737-108-200","['HSBU', 'HSSO', 'HSWM']","[]","[]","[]","[]"
"29737-109-200","['HSBU', 'HSWM']","[]","[]","[]","[]"
"29737-110-200","['HSWM']","[]","[]","[]","[]"
"14835-103-200","['HSAS']","[]","[]","[]","[]"
"14835-104-200","['HSAS']","[]","[]","[]","[]"
"14835-105-200","['HSAS', 'HSVR']","[]","[]","[]","[]"
"14835-106-200","['HSAS']","[]","[]","['HSAS99']","[]"
"14835-107-200","['HSAS']","[]","[]","['HSAS99', 'HSAS99']","[]"
"14835-108-200","['HSAS', 'HSHM']","['HSAS']","[]","[]","[]"
"14835-109-200","['HSAS']","['HSAS']","[]","[]","[]"
"14835-110-200","['HSAS']","[]","['HSAS']","[]","[]"
"29120-103-100","['HSDT', 'HSWM']","[]","[]","[]","[]"
"29120-104-100","['HSAS', 'HSHA', 'JSPR']","[]","[]","[]","[]"
"29120-105-100","['HSWM']","[]","[]","[]","[]"
